Anio,Mes,Dia,Predic_atropello,Predic_choque,Predic_caida,Predic_volcamiento
2019,7,1,10.0,75.0,9.0,3.0
2019,7,2,10.0,81.0,10.0,3.0
2019,7,3,11.0,80.0,10.0,3.0
2019,7,4,10.0,80.0,10.0,3.0
2019,7,5,11.0,81.0,10.0,3.0
2019,7,6,11.0,74.0,9.0,3.0
2019,7,7,10.0,72.0,9.0,3.0
2019,7,8,11.0,78.0,10.0,3.0
2019,7,9,11.0,81.0,10.0,3.0
2019,7,10,11.0,80.0,10.0,3.0
2019,7,11,11.0,79.0,10.0,3.0
2019,7,12,11.0,81.0,10.0,3.0
2019,7,13,11.0,74.0,9.0,3.0
2019,7,14,10.0,72.0,9.0,3.0
2019,7,15,11.0,78.0,10.0,4.0
2019,7,16,11.0,81.0,10.0,3.0
2019,7,17,11.0,80.0,10.0,3.0
2019,7,18,11.0,79.0,10.0,4.0
2019,7,19,11.0,81.0,10.0,4.0
2019,7,20,10.0,70.0,8.0,3.0
2019,7,21,10.0,72.0,9.0,3.0
2019,7,22,11.0,78.0,10.0,4.0
2019,7,23,11.0,80.0,10.0,4.0
2019,7,24,11.0,80.0,10.0,4.0
2019,7,25,11.0,79.0,10.0,4.0
2019,7,26,11.0,81.0,10.0,4.0
2019,7,27,11.0,74.0,9.0,3.0
2019,7,28,10.0,72.0,9.0,3.0
2019,7,29,11.0,78.0,10.0,4.0
2019,7,30,11.0,80.0,10.0,4.0
2019,7,31,11.0,80.0,10.0,4.0
2019,8,1,10.0,81.0,10.0,3.0
2019,8,2,11.0,82.0,10.0,3.0
2019,8,3,11.0,75.0,9.0,3.0
2019,8,4,10.0,73.0,9.0,3.0
2019,8,5,10.0,80.0,11.0,3.0
2019,8,6,10.0,82.0,11.0,3.0
2019,8,7,10.0,78.0,10.0,3.0
2019,8,8,10.0,81.0,10.0,3.0
2019,8,9,11.0,82.0,10.0,3.0
2019,8,10,11.0,75.0,9.0,3.0
2019,8,11,10.0,73.0,9.0,3.0
2019,8,12,10.0,80.0,11.0,4.0
2019,8,13,10.0,82.0,11.0,3.0
2019,8,14,11.0,81.0,11.0,4.0
2019,8,15,10.0,81.0,10.0,4.0
2019,8,16,11.0,82.0,10.0,4.0
2019,8,17,11.0,75.0,9.0,3.0
2019,8,18,10.0,73.0,9.0,3.0
2019,8,19,10.0,76.0,10.0,4.0
2019,8,20,10.0,82.0,11.0,4.0
2019,8,21,11.0,81.0,11.0,4.0
2019,8,22,10.0,81.0,11.0,4.0
2019,8,23,11.0,82.0,10.0,4.0
2019,8,24,11.0,75.0,9.0,3.0
2019,8,25,10.0,73.0,9.0,3.0
2019,8,26,10.0,79.0,11.0,4.0
2019,8,27,10.0,82.0,11.0,4.0
2019,8,28,11.0,81.0,11.0,4.0
2019,8,29,10.0,80.0,11.0,4.0
2019,8,30,11.0,82.0,10.0,4.0
2019,8,31,11.0,75.0,9.0,3.0
2019,9,1,10.0,74.0,9.0,3.0
2019,9,2,10.0,81.0,11.0,3.0
2019,9,3,10.0,83.0,10.0,3.0
2019,9,4,11.0,82.0,10.0,3.0
2019,9,5,10.0,82.0,10.0,3.0
2019,9,6,11.0,83.0,10.0,3.0
2019,9,7,11.0,76.0,9.0,3.0
2019,9,8,10.0,74.0,9.0,3.0
2019,9,9,11.0,80.0,11.0,4.0
2019,9,10,11.0,83.0,10.0,3.0
2019,9,11,11.0,82.0,10.0,3.0
2019,9,12,11.0,81.0,10.0,4.0
2019,9,13,11.0,83.0,10.0,4.0
2019,9,14,11.0,76.0,9.0,3.0
2019,9,15,10.0,74.0,9.0,3.0
2019,9,16,11.0,80.0,11.0,4.0
2019,9,17,11.0,83.0,10.0,4.0
2019,9,18,11.0,82.0,10.0,4.0
2019,9,19,11.0,81.0,10.0,4.0
2019,9,20,11.0,83.0,10.0,4.0
2019,9,21,11.0,76.0,9.0,3.0
2019,9,22,10.0,74.0,9.0,3.0
2019,9,23,11.0,80.0,11.0,4.0
2019,9,24,11.0,83.0,10.0,4.0
2019,9,25,11.0,82.0,10.0,4.0
2019,9,26,11.0,81.0,10.0,4.0
2019,9,27,11.0,83.0,10.0,4.0
2019,9,28,11.0,76.0,9.0,3.0
2019,9,29,10.0,74.0,9.0,3.0
2019,9,30,11.0,80.0,11.0,4.0
2019,10,1,10.0,83.0,10.0,3.0
2019,10,2,10.0,82.0,10.0,3.0
2019,10,3,10.0,82.0,10.0,3.0
2019,10,4,11.0,83.0,10.0,3.0
2019,10,5,11.0,76.0,9.0,3.0
2019,10,6,10.0,74.0,9.0,3.0
2019,10,7,10.0,81.0,10.0,3.0
2019,10,8,10.0,83.0,10.0,3.0
2019,10,9,10.0,82.0,10.0,3.0
2019,10,10,10.0,82.0,10.0,3.0
2019,10,11,11.0,83.0,10.0,3.0
2019,10,12,11.0,76.0,9.0,3.0
2019,10,13,10.0,74.0,9.0,3.0
2019,10,14,10.0,77.0,10.0,3.0
2019,10,15,10.0,83.0,10.0,3.0
2019,10,16,10.0,82.0,10.0,3.0
2019,10,17,10.0,82.0,10.0,4.0
2019,10,18,11.0,83.0,10.0,4.0
2019,10,19,11.0,76.0,9.0,3.0
2019,10,20,10.0,74.0,9.0,3.0
2019,10,21,10.0,81.0,11.0,4.0
2019,10,22,10.0,83.0,10.0,4.0
2019,10,23,10.0,82.0,10.0,4.0
2019,10,24,10.0,82.0,10.0,4.0
2019,10,25,11.0,83.0,10.0,4.0
2019,10,26,11.0,76.0,9.0,3.0
2019,10,27,10.0,74.0,9.0,3.0
2019,10,28,10.0,80.0,11.0,4.0
2019,10,29,10.0,83.0,10.0,4.0
2019,10,30,10.0,82.0,10.0,4.0
2019,10,31,10.0,81.0,10.0,4.0
2019,11,1,10.0,84.0,10.0,3.0
2019,11,2,10.0,76.0,9.0,3.0
2019,11,3,10.0,75.0,9.0,3.0
2019,11,4,9.0,77.0,9.0,3.0
2019,11,5,10.0,83.0,10.0,3.0
2019,11,6,10.0,83.0,10.0,3.0
2019,11,7,10.0,82.0,10.0,4.0
2019,11,8,10.0,84.0,10.0,4.0
2019,11,9,10.0,76.0,9.0,3.0
2019,11,10,10.0,75.0,9.0,3.0
2019,11,11,9.0,77.0,9.0,4.0
2019,11,12,10.0,83.0,10.0,4.0
2019,11,13,10.0,83.0,10.0,4.0
2019,11,14,10.0,82.0,10.0,4.0
2019,11,15,10.0,84.0,10.0,4.0
2019,11,16,10.0,76.0,9.0,3.0
2019,11,17,10.0,75.0,9.0,3.0
2019,11,18,10.0,81.0,10.0,4.0
2019,11,19,10.0,83.0,10.0,4.0
2019,11,20,10.0,83.0,10.0,4.0
2019,11,21,10.0,82.0,10.0,4.0
2019,11,22,10.0,83.0,10.0,4.0
2019,11,23,10.0,76.0,9.0,3.0
2019,11,24,10.0,74.0,9.0,3.0
2019,11,25,10.0,81.0,10.0,4.0
2019,11,26,10.0,83.0,10.0,4.0
2019,11,27,10.0,82.0,10.0,4.0
2019,11,28,10.0,82.0,10.0,4.0
2019,11,29,10.0,83.0,10.0,4.0
2019,11,30,10.0,76.0,9.0,4.0
2019,12,1,10.0,75.0,8.0,3.0
2019,12,2,10.0,82.0,10.0,3.0
2019,12,3,10.0,84.0,10.0,3.0
2019,12,4,10.0,83.0,10.0,3.0
2019,12,5,10.0,83.0,10.0,3.0
2019,12,6,11.0,84.0,10.0,3.0
2019,12,7,11.0,77.0,9.0,3.0
2019,12,8,10.0,72.0,8.0,3.0
2019,12,9,10.0,82.0,10.0,3.0
2019,12,10,10.0,84.0,10.0,3.0
2019,12,11,10.0,83.0,10.0,3.0
2019,12,12,10.0,83.0,10.0,3.0
2019,12,13,11.0,84.0,10.0,3.0
2019,12,14,11.0,77.0,9.0,3.0
2019,12,15,10.0,75.0,8.0,3.0
2019,12,16,10.0,82.0,10.0,4.0
2019,12,17,10.0,84.0,10.0,3.0
2019,12,18,11.0,83.0,10.0,3.0
2019,12,19,10.0,83.0,10.0,4.0
2019,12,20,11.0,84.0,10.0,4.0
2019,12,21,11.0,77.0,9.0,3.0
2019,12,22,10.0,75.0,9.0,3.0
2019,12,23,10.0,81.0,10.0,4.0
2019,12,24,10.0,84.0,10.0,4.0
2019,12,25,10.0,79.0,9.0,3.0
2019,12,26,10.0,82.0,10.0,4.0
2019,12,27,11.0,84.0,10.0,4.0
2019,12,28,11.0,77.0,9.0,3.0
2019,12,29,10.0,75.0,9.0,3.0
2019,12,30,10.0,81.0,10.0,4.0
2019,12,31,10.0,84.0,10.0,4.0
2020,1,1,9.0,73.0,9.0,3.0
2020,1,2,9.0,76.0,10.0,3.0
2020,1,3,10.0,77.0,10.0,3.0
2020,1,4,10.0,70.0,9.0,3.0
2020,1,5,9.0,69.0,8.0,3.0
2020,1,6,9.0,71.0,9.0,3.0
2020,1,7,9.0,77.0,10.0,3.0
2020,1,8,9.0,76.0,10.0,3.0
2020,1,9,9.0,75.0,10.0,3.0
2020,1,10,10.0,77.0,10.0,3.0
2020,1,11,10.0,70.0,9.0,3.0
2020,1,12,9.0,69.0,8.0,3.0
2020,1,13,9.0,74.0,10.0,3.0
2020,1,14,9.0,76.0,10.0,3.0
2020,1,15,10.0,76.0,10.0,3.0
2020,1,16,9.0,75.0,10.0,3.0
2020,1,17,10.0,77.0,10.0,3.0
2020,1,18,10.0,70.0,9.0,3.0
2020,1,19,9.0,69.0,8.0,3.0
2020,1,20,9.0,74.0,10.0,4.0
2020,1,21,9.0,76.0,10.0,3.0
2020,1,22,10.0,76.0,10.0,3.0
2020,1,23,9.0,75.0,10.0,4.0
2020,1,24,10.0,77.0,10.0,4.0
2020,1,25,10.0,70.0,9.0,3.0
2020,1,26,9.0,69.0,8.0,3.0
2020,1,27,9.0,74.0,10.0,4.0
2020,1,28,9.0,76.0,10.0,4.0
2020,1,29,10.0,76.0,10.0,4.0
2020,1,30,9.0,75.0,10.0,4.0
2020,1,31,10.0,77.0,10.0,4.0
2020,2,1,10.0,72.0,9.0,3.0
2020,2,2,10.0,70.0,8.0,3.0
2020,2,3,10.0,76.0,10.0,3.0
2020,2,4,10.0,78.0,10.0,3.0
2020,2,5,10.0,78.0,10.0,3.0
2020,2,6,10.0,77.0,10.0,3.0
2020,2,7,11.0,79.0,10.0,3.0
2020,2,8,10.0,72.0,9.0,3.0
2020,2,9,10.0,70.0,8.0,3.0
2020,2,10,10.0,76.0,10.0,3.0
2020,2,11,10.0,78.0,10.0,3.0
2020,2,12,10.0,78.0,10.0,3.0
2020,2,13,10.0,77.0,10.0,3.0
2020,2,14,11.0,79.0,10.0,3.0
2020,2,15,10.0,72.0,9.0,3.0
2020,2,16,10.0,70.0,8.0,3.0
2020,2,17,10.0,76.0,10.0,4.0
2020,2,18,10.0,78.0,10.0,3.0
2020,2,19,10.0,78.0,10.0,4.0
2020,2,20,10.0,77.0,10.0,4.0
2020,2,21,11.0,79.0,10.0,4.0
2020,2,22,11.0,72.0,9.0,3.0
2020,2,23,10.0,70.0,8.0,3.0
2020,2,24,10.0,76.0,10.0,4.0
2020,2,25,10.0,78.0,10.0,4.0
2020,2,26,10.0,78.0,10.0,4.0
2020,2,27,10.0,77.0,10.0,4.0
2020,2,28,11.0,79.0,10.0,4.0
2020,2,29,11.0,72.0,9.0,3.0
2020,3,1,10.0,70.0,9.0,3.0
2020,3,2,10.0,76.0,11.0,3.0
2020,3,3,10.0,78.0,10.0,3.0
2020,3,4,10.0,78.0,10.0,3.0
2020,3,5,10.0,77.0,10.0,3.0
2020,3,6,11.0,78.0,10.0,3.0
2020,3,7,11.0,71.0,9.0,3.0
2020,3,8,10.0,70.0,9.0,3.0
2020,3,9,10.0,76.0,11.0,3.0
2020,3,10,10.0,78.0,10.0,3.0
2020,3,11,10.0,77.0,10.0,3.0
2020,3,12,10.0,77.0,10.0,3.0
2020,3,13,11.0,78.0,10.0,3.0
2020,3,14,11.0,71.0,9.0,3.0
2020,3,15,10.0,70.0,9.0,3.0
2020,3,16,10.0,76.0,11.0,3.0
2020,3,17,10.0,78.0,10.0,3.0
2020,3,18,10.0,77.0,10.0,3.0
2020,3,19,10.0,77.0,10.0,3.0
2020,3,20,11.0,78.0,10.0,3.0
2020,3,21,11.0,71.0,9.0,3.0
2020,3,22,10.0,70.0,9.0,3.0
2020,3,23,10.0,72.0,10.0,3.0
2020,3,24,10.0,78.0,10.0,3.0
2020,3,25,10.0,77.0,10.0,3.0
2020,3,26,10.0,77.0,10.0,4.0
2020,3,27,11.0,78.0,10.0,4.0
2020,3,28,11.0,71.0,9.0,3.0
2020,3,29,10.0,70.0,9.0,3.0
2020,3,30,10.0,76.0,11.0,4.0
2020,3,31,10.0,78.0,10.0,4.0
2020,4,1,10.0,79.0,10.0,3.0
2020,4,2,10.0,78.0,10.0,3.0
2020,4,3,11.0,80.0,10.0,3.0
2020,4,4,10.0,72.0,9.0,3.0
2020,4,5,10.0,71.0,8.0,3.0
2020,4,6,10.0,77.0,10.0,3.0
2020,4,7,10.0,79.0,10.0,3.0
2020,4,8,10.0,79.0,10.0,3.0
2020,4,9,9.0,74.0,9.0,3.0
2020,4,10,10.0,76.0,9.0,3.0
2020,4,11,10.0,72.0,9.0,3.0
2020,4,12,10.0,71.0,8.0,3.0
2020,4,13,10.0,77.0,10.0,3.0
2020,4,14,10.0,79.0,10.0,3.0
2020,4,15,10.0,78.0,10.0,3.0
2020,4,16,10.0,78.0,10.0,3.0
2020,4,17,11.0,79.0,10.0,3.0
2020,4,18,10.0,72.0,9.0,3.0
2020,4,19,10.0,71.0,8.0,3.0
2020,4,20,10.0,77.0,10.0,4.0
2020,4,21,10.0,79.0,10.0,4.0
2020,4,22,10.0,78.0,10.0,4.0
2020,4,23,10.0,78.0,10.0,4.0
2020,4,24,11.0,79.0,10.0,4.0
2020,4,25,10.0,72.0,9.0,3.0
2020,4,26,10.0,71.0,9.0,3.0
2020,4,27,10.0,77.0,10.0,4.0
2020,4,28,10.0,79.0,10.0,4.0
2020,4,29,10.0,78.0,10.0,4.0
2020,4,30,10.0,78.0,10.0,4.0
2020,5,1,10.0,77.0,9.0,3.0
2020,5,2,10.0,73.0,9.0,3.0
2020,5,3,10.0,71.0,9.0,3.0
2020,5,4,10.0,78.0,10.0,3.0
2020,5,5,10.0,80.0,10.0,3.0
2020,5,6,10.0,79.0,10.0,3.0
2020,5,7,10.0,78.0,10.0,3.0
2020,5,8,11.0,80.0,10.0,3.0
2020,5,9,11.0,73.0,9.0,3.0
2020,5,10,10.0,71.0,9.0,3.0
2020,5,11,10.0,77.0,10.0,4.0
2020,5,12,10.0,80.0,10.0,3.0
2020,5,13,10.0,79.0,10.0,4.0
2020,5,14,10.0,78.0,10.0,4.0
2020,5,15,11.0,80.0,10.0,4.0
2020,5,16,11.0,73.0,9.0,3.0
2020,5,17,10.0,71.0,9.0,3.0
2020,5,18,10.0,77.0,10.0,4.0
2020,5,19,10.0,79.0,10.0,4.0
2020,5,20,10.0,79.0,10.0,4.0
2020,5,21,10.0,78.0,10.0,4.0
2020,5,22,11.0,80.0,10.0,4.0
2020,5,23,11.0,73.0,9.0,3.0
2020,5,24,10.0,71.0,9.0,3.0
2020,5,25,10.0,74.0,9.0,4.0
2020,5,26,10.0,79.0,10.0,4.0
2020,5,27,10.0,79.0,10.0,4.0
2020,5,28,10.0,78.0,10.0,4.0
2020,5,29,11.0,80.0,10.0,4.0
2020,5,30,11.0,73.0,9.0,3.0
2020,5,31,10.0,71.0,9.0,3.0
2020,6,1,10.0,78.0,10.0,3.0
2020,6,2,10.0,80.0,10.0,3.0
2020,6,3,10.0,79.0,10.0,3.0
2020,6,4,10.0,79.0,10.0,3.0
2020,6,5,10.0,80.0,9.0,3.0
2020,6,6,10.0,73.0,9.0,3.0
2020,6,7,10.0,72.0,8.0,3.0
2020,6,8,10.0,78.0,10.0,4.0
2020,6,9,10.0,80.0,10.0,3.0
2020,6,10,10.0,79.0,10.0,3.0
2020,6,11,10.0,79.0,10.0,4.0
2020,6,12,10.0,80.0,9.0,4.0
2020,6,13,10.0,73.0,9.0,3.0
2020,6,14,10.0,72.0,8.0,3.0
2020,6,15,9.0,74.0,9.0,4.0
2020,6,16,10.0,80.0,10.0,4.0
2020,6,17,10.0,79.0,10.0,4.0
2020,6,18,10.0,79.0,10.0,4.0
2020,6,19,10.0,80.0,9.0,4.0
2020,6,20,10.0,73.0,9.0,3.0
2020,6,21,10.0,71.0,8.0,3.0
2020,6,22,9.0,74.0,9.0,4.0
2020,6,23,10.0,80.0,10.0,4.0
2020,6,24,10.0,79.0,10.0,4.0
2020,6,25,10.0,78.0,10.0,4.0
2020,6,26,10.0,80.0,9.0,4.0
2020,6,27,10.0,73.0,9.0,3.0
2020,6,28,10.0,71.0,8.0,3.0
2020,6,29,9.0,74.0,9.0,4.0
2020,6,30,10.0,80.0,10.0,4.0
2020,7,1,10.0,80.0,10.0,3.0
2020,7,2,10.0,80.0,10.0,3.0
2020,7,3,11.0,81.0,10.0,3.0
2020,7,4,11.0,74.0,9.0,3.0
2020,7,5,10.0,72.0,9.0,3.0
2020,7,6,10.0,79.0,10.0,3.0
2020,7,7,10.0,81.0,10.0,3.0
2020,7,8,10.0,80.0,10.0,3.0
2020,7,9,10.0,80.0,10.0,3.0
2020,7,10,11.0,81.0,10.0,3.0
2020,7,11,11.0,74.0,9.0,3.0
2020,7,12,10.0,72.0,9.0,3.0
2020,7,13,10.0,78.0,10.0,4.0
2020,7,14,10.0,81.0,10.0,3.0
2020,7,15,10.0,80.0,10.0,3.0
2020,7,16,10.0,79.0,10.0,4.0
2020,7,17,11.0,81.0,10.0,4.0
2020,7,18,11.0,74.0,9.0,3.0
2020,7,19,10.0,72.0,9.0,3.0
2020,7,20,10.0,75.0,9.0,4.0
2020,7,21,10.0,81.0,10.0,4.0
2020,7,22,10.0,80.0,10.0,4.0
2020,7,23,10.0,79.0,10.0,4.0
2020,7,24,11.0,81.0,10.0,4.0
2020,7,25,11.0,74.0,9.0,3.0
2020,7,26,10.0,72.0,9.0,3.0
2020,7,27,10.0,78.0,10.0,4.0
2020,7,28,10.0,80.0,10.0,4.0
2020,7,29,10.0,80.0,10.0,4.0
2020,7,30,10.0,79.0,10.0,4.0
2020,7,31,11.0,81.0,10.0,4.0
2020,8,1,11.0,75.0,9.0,3.0
2020,8,2,10.0,74.0,9.0,3.0
2020,8,3,10.0,80.0,11.0,3.0
2020,8,4,10.0,82.0,11.0,3.0
2020,8,5,10.0,81.0,10.0,3.0
2020,8,6,10.0,81.0,10.0,3.0
2020,8,7,10.0,79.0,9.0,3.0
2020,8,8,11.0,75.0,9.0,3.0
2020,8,9,10.0,73.0,9.0,3.0
2020,8,10,10.0,80.0,11.0,4.0
2020,8,11,10.0,82.0,11.0,3.0
2020,8,12,10.0,81.0,11.0,3.0
2020,8,13,10.0,81.0,10.0,4.0
2020,8,14,11.0,82.0,10.0,4.0
2020,8,15,11.0,75.0,9.0,3.0
2020,8,16,10.0,73.0,9.0,3.0
2020,8,17,10.0,76.0,10.0,4.0
2020,8,18,10.0,82.0,11.0,4.0
2020,8,19,10.0,81.0,11.0,4.0
2020,8,20,10.0,81.0,11.0,4.0
2020,8,21,11.0,82.0,10.0,4.0
2020,8,22,11.0,75.0,9.0,3.0
2020,8,23,10.0,73.0,9.0,3.0
2020,8,24,10.0,79.0,11.0,4.0
2020,8,25,10.0,82.0,11.0,4.0
2020,8,26,10.0,81.0,11.0,4.0
2020,8,27,10.0,80.0,11.0,4.0
2020,8,28,11.0,82.0,10.0,4.0
2020,8,29,11.0,75.0,9.0,3.0
2020,8,30,10.0,73.0,9.0,3.0
2020,8,31,10.0,79.0,11.0,4.0
2020,9,1,10.0,83.0,10.0,3.0
2020,9,2,10.0,82.0,10.0,3.0
2020,9,3,10.0,82.0,10.0,3.0
2020,9,4,11.0,83.0,10.0,3.0
2020,9,5,11.0,76.0,9.0,3.0
2020,9,6,10.0,74.0,9.0,3.0
2020,9,7,10.0,81.0,11.0,3.0
2020,9,8,10.0,83.0,10.0,3.0
2020,9,9,10.0,82.0,10.0,3.0
2020,9,10,10.0,82.0,10.0,3.0
2020,9,11,11.0,83.0,10.0,3.0
2020,9,12,11.0,76.0,9.0,3.0
2020,9,13,10.0,74.0,9.0,3.0
2020,9,14,10.0,80.0,11.0,4.0
2020,9,15,10.0,83.0,10.0,4.0
2020,9,16,10.0,82.0,10.0,4.0
2020,9,17,10.0,81.0,10.0,4.0
2020,9,18,11.0,83.0,10.0,4.0
2020,9,19,11.0,76.0,9.0,3.0
2020,9,20,10.0,74.0,9.0,3.0
2020,9,21,10.0,80.0,11.0,4.0
2020,9,22,10.0,83.0,10.0,4.0
2020,9,23,10.0,82.0,10.0,4.0
2020,9,24,10.0,81.0,10.0,4.0
2020,9,25,11.0,83.0,10.0,4.0
2020,9,26,11.0,76.0,9.0,3.0
2020,9,27,10.0,74.0,9.0,3.0
2020,9,28,10.0,80.0,11.0,4.0
2020,9,29,10.0,82.0,10.0,4.0
2020,9,30,10.0,82.0,10.0,4.0
2020,10,1,10.0,82.0,10.0,3.0
2020,10,2,11.0,83.0,10.0,3.0
2020,10,3,10.0,76.0,9.0,3.0
2020,10,4,10.0,74.0,9.0,3.0
2020,10,5,10.0,81.0,10.0,3.0
2020,10,6,10.0,83.0,10.0,3.0
2020,10,7,10.0,82.0,10.0,3.0
2020,10,8,10.0,82.0,10.0,3.0
2020,10,9,11.0,83.0,10.0,3.0
2020,10,10,11.0,76.0,9.0,3.0
2020,10,11,10.0,74.0,9.0,3.0
2020,10,12,10.0,77.0,10.0,3.0
2020,10,13,10.0,83.0,10.0,3.0
2020,10,14,10.0,82.0,10.0,3.0
2020,10,15,10.0,82.0,10.0,4.0
2020,10,16,11.0,83.0,10.0,4.0
2020,10,17,11.0,76.0,9.0,3.0
2020,10,18,10.0,74.0,9.0,3.0
2020,10,19,10.0,81.0,11.0,4.0
2020,10,20,10.0,83.0,10.0,4.0
2020,10,21,10.0,82.0,10.0,4.0
2020,10,22,10.0,82.0,10.0,4.0
